"mu","clonalmutations","s1","t1","s2","t2","cellularity","frequency1","frequency2","scmuts1","scmuts2","weight"
21.292652630281363,98.61343453636431,0.4194835516367074,8.178739792552559,0.304082718244796,7.3995511560635485,0.9805074828376427,0.588,0.191,281.0,231.0,0.0017712720289724503
26.34124582163985,77.21213730007774,0.32338503078577147,7.51959202363023,0.17702712035335258,7.245744869502127,0.9851500317606039,0.5332,0.056,384.0,399.0,0.001760382329027183
23.446134372783142,141.70567115649732,0.3224682211634699,7.104923091168285,0.1333686213142062,5.751212053138879,0.9902817060470688,0.5932,0.0688,258.0,506.0,0.0011491970775639904
17.0606773075773,147.85827928244078,0.3720845381778781,7.665794003478139,0.21026590031628623,5.7631357540553765,0.9593635625041269,0.5514,0.1931,266.0,250.0,0.0058802218249007976
22.598538414355808,63.46032745119001,0.5845181301178927,9.477444899308708,0.447638571636658,8.647522397787888,0.9597743576238528,0.6689,0.2179,331.0,299.0,0.0016802630069788719
18.593787767113945,99.60765252926029,0.7258827156884639,11.154934149567152,0.4200190498506709,8.09012267441933,1.0127140770432546,0.6481,0.2415,201.0,295.0,0.0012134703757944404
19.48602473614607,127.53580524406742,0.5640130673799356,11.272372356612347,0.30042810668854164,9.014230978730874,0.9993214337808172,0.5109,0.0904,323.0,215.0,0.002328733991758445
22.615785600899734,62.92274322192977,0.7801743562542364,9.629060937501281,0.6318625980050724,8.480813815147581,1.0490119989941542,0.625,0.3498,221.0,190.0,0.01119465884548674
19.485485329622605,103.34058911641692,0.4346506036652276,8.570266736871934,1.2971913866312732,17.89924017925578,1.0568869236623004,0.5946,0.1583,276.0,312.0,0.002349469993706205
20.392973725008517,72.92086695531421,0.5827124480340256,10.20342880208281,0.3611955747878174,7.79810861427365,0.980768244602376,0.5831,0.2424,319.0,182.0,0.0015291679959379138
21.62034276715869,78.22861946124586,0.4845936460795524,9.743735724214826,0.2803781167691219,7.4415992850888735,0.9789393512997191,0.5169,0.1839,378.0,214.0,0.002188964152979775
22.599541420053573,137.41117470790329,0.27025915123180805,6.09360728392896,0.6520474305292129,13.051879424679516,0.9645181505860512,0.5341,0.1552,328.0,282.0,0.0037908436574620318
27.447558380613685,89.04138309784958,0.3107636021712062,7.5508723519514795,0.09373176362161109,5.2381499990609,1.0955901622369042,0.4772,0.0688,374.0,300.0,0.00805433063384783
